article_text,category
"Lucky number 17: India win Paris Olympics shooting quota before a shot is fired Vijayveer Sidhu, who started shooting around the time Vijay Kumar won a pistol medal at the London Games, wins a quota in 25m Rapid Fire Pistol at the Asian Qualifying tournament in Jakarta.",sports
"Australian Open 2024: Despite wrist niggle and hungry challengers, can anyone stop Novak Djokovic from winning? Young challengers and a niggling wrist not enough to quash the Serb’s status as the overwhelming favourite to lift a record-extending 11th title, and 25th Major, in Melbourne.",sports
"KS Bharat, not KL Rahul to keep wickets during India-England home Test series India will prepare turners when England visit and so BCCI selection committee has picked two full-time wicketkeepers in Bharat and Dhruv Jurel.",sports
"India vs Afghanistan Live Streaming, 2nd T20: When and where to watch IND vs AFG match live? India vs Afghanistan 2nd T20 Live Streaming: Virat Kohli returns to the T20 side as India look to seal 3-match series against Afghanistan.",sports
"AFC Asian Cup: India’s strong defensive show no match for Australia The 2-0 win puts Australia in the driver’s seat in Group B, which also has Syria and Uzbekistan. India, on the other hand, will have to surpass all expectations to make it to the knockout stages.",sports
"BCCI to revive domestic red-ball for women’s team, expected to start post WPL 2024 The Indian women's team won both the One-off Test matches they played recently, and the BCCI is set to have domestic red-ball cricket in March-April.",sports
"India vs USA Highlights, FIH Hockey Olympic Qualifiers: USA defeat IND 1-0 in opening clash FIH Hockey Olympic Qualifiers 2024, IND vs USA Highlights: India opened their campaign against USA with a defeat in its FIH Olympic Qualifiers.",sports
BWF Malaysia Open 2024 Highlights: Satwik-Chirag create history by entering final Malaysia Open Badminton 2024 Highlights: The Indian duo became the first Indians in any discipline to make it to the final of the Malaysia Open in the Open Era (since 1983).,sports
Ollie Pope says England won’t be complaining if the pitches in India will spin from ball one England vice-captain feels the pitches will be a massive talking point in India but both the teams will be playing on the exact same surface.,sports
"India vs Australia Highlights, AFC Asian Cup 2024: Bos, Irvine fire Australia to 2-0 win against India IND vs AUS Highlights, AFC Asian Cup 2024: Jackson Irvine and substitute Jordan Bos helped Australia to 2-0 win against India.",sports
‘It was extremely tough’: Mickey Arthur on hostile Ahmedabad crowd during India vs Pakistan World Cup match Former Pakistan team director says playing without any Pakistan support was difficult.,sports
"Long Read: Through Saurabh Chaudhary and Jitu Rai’s fall from imperious heights, lessons for India’s Paris 2024 shooting contingent There are no straightforward answers to why Saurabh Chaudhary and Jitu Rai suffered their slumps in form, but there are lessons to be learned as Indian shooting contingent eyes a redemption in Paris.",sports
"Watch: What Team India is looking forward in Indore, the venue for second T20I vs Afghanistan Team India is looking forward to have poha and good outing in Indore in their second T20I against Afghanistan.",sports
"‘I don’t like waiting to bat’: The main reason behind Steve Smith’s promotion as an opener Steve Smith will open for Australia in the Test series after David Warner's retirement , says he likes facing the new ball.",sports
"Handling of Ishan Kishan situation, persisting with Rohit Sharma, Virat Kohli shows up Indian cricket as crusty, conservative and outdated Ishan Kishan asking for a break because of mental fatigue should never have been pushed into a corner by the team's decision makers.",sports
"AFC Asian Cup: Ravaged by injuries, India face World No 25 Australia first up With just 12 days of preparation and missing key players, Blue Tigers face their biggest test in 12 months.",sports
"Tests vs England: Ishan Kishan overlooked, Dhruv Jurel called up as India announce four-prong spin attack Rahul tipped to keep wickets, while Gill will need to prove himself in first two Tests to keep his spot.",sports
"Australian Open 2024: Iga Swiatek & co look settled at the top, but returning moms could be disruptors Naomi Osaka and Angelique Kerber make comebacks from maternity, while Caroline Wozniacki and Elina Svitolina’s stories continue.",sports
"Pressure on coach, seniors before Olympics hockey qualifiers Absence of key players, tough opponents high hurdles on way to Paris.",sports
"Ranji Trophy: Shreyas Iyer withstands short-ball test, but falls short on patience Middle-order batsman makes strokeful 48 in  Ranji outing as Mumbai post 281/6 against Andhra on Day 1.",sports
"Ishan Kishan shares video of himself meditating and training as non selection saga rumbles on In the video, the Mumbai Indians batter was seen meditating to start his day and then went to the ground and took part in various activities like running and hurdles.",sports
Watch: Bhuvneshwar Kumar rattles Bengal with 5-wicket haul in Ranji Trophy Bhuvneshwar Kumar marked his return to first class cricket after almost 6 years with a blistering 5-wicket haul for Uttar Pradesh against Bengal,sports
"Watch: David Warner’s ‘If you open the batting you’ve got to mark it properly,’ hilarious comments on Steve Smith before getting out for duck The remark came as for the upcoming Test series against West Indies, hosts Australia have confirmed that talisman Smith will take the opening slot of David Warner",sports
"India vs Australia Live Streaming, AFC Asian Cup 2024: When and where to watch match live? IND vs AUS Live Streaming, AFC Asian Cup 2024: Team India have a mountain to climb in order to seal a knockout berth in the AFC Asian Cup with the Sunil Chhetri-led outfit clubbed with the likes of Australia, Uzbekistan and Syria in Group B.",sports
Watch: Jammu and Kashmir para cricket captain bowls with leg and holds the bat between neck and shoulder Amir has been playing para cricket since 2013 and is currently the captain of the Jammu and Kashmir para side,sports
"Ambati Rayudu meets Jana Sena Party chief Pawan Kalyan days after quitting YSRCP On Wednesday, he said in a detailed statement that his ideology doesn’t match with Jagan Reddy’s YSRCP and added that after meeting Pawan Kalyan, he found that they have similar viewpoints.",sports
Pro Kabaddi League Live Streaming: When and where to watch Puneri Paltan vs Gujarat Giants live? Pro Kabaddi Season 10 Live Streaming: The Indian Express details all the essentials for the top of the table clash between Puneri Paltan and Gujarat Giants at the SMS Indoor stadium in Jaipur on Friday,sports
"BWF Malaysia Open 2024 highlights: Satwik-Chirag defeat Chinese pair 21-11, 21-8; Ponnappa-Crasto ousted Malaysia Open Badminton 2024 highlights:  Satwiksairaj Rankireddy and Chirag Shetty are taking on He Ji Ting and Ren Xiang Yu.",sports
"‘If you are playing top-class cricket, you should be able to handle those sort of things:’ Clive Lloyd on ‘unsatisfactory’ Cape Town pitch ICC Match Referee Chris Broad gave the pitch unsatisfactory rating as the game finished within two days",sports
"Australian Open 2024: Sumit Nagal becomes first Indian in 3 years to qualify for a Grand Slam singles main draw The top-ranked Indian singles player defeated Slovakia’s Alex Molcan, did not lose a set across qualifying, to reach the main draw of a Major for the fourth time in his career.",sports
‘Who’s Virat Kohli? A player?’: Ronaldo reacts after being asked about India cricketer Kohli is the 13th most followed celebrity on Instagram with a follower count of 265 million.,sports
‘Speed gun won’t go above this’: Shaheen Shah Afridi offers strange theory after criticism for bowling at 130 KPH speeds in PAK vs AUS Test series Afridi picked up eight wickets at an average of 41.62 in the series. He looked in a better rhythm for the second Test in Melbourne than in the first one in Perth.,sports
‘I am not thinking of economy rate anymore’: Axar Patel after helping India defeat Afghanistan in 1st T20I Left-arm spinner Axar Patel says that since he is not a leg-spinner and he can't bowl googlies but has added 10 per cent more to his bowling skills during rehabilitation phase after injury.,sports
India set to field its biggest shooting contingent at Paris Olympics as Rhythm makes it 16 Rhythm Sangwan's third-place finish in the 25m pistol final of the Asian Olympic Qualifier secured a quota place for the Paris Olympics; Koreans who finished first and second were ineligible as the country had already bagged two quotas.,sports
"India vs Afghanistan T20I series: Dube excels with bat and ball, T20 regulars play their roles as hosts record facile win Left-hander makes full use of opportunity to hit unbeaten 60 off 40 balls as India beat Afghanistan by six wickets in T20 series opener",sports
"Ranji Trophy: Former Amazon executive Koushik Vasuki making up for lost time with Karnataka An integral part of Karnataka's pace pack, Koushik gears up for Gujarat challenge in the second round of Ranji fixtures.",sports
"IND vs AFG, WATCH: Rohit Sharma left fuming at Shubman Gill after getting run out for duck on T20 comeback India vs Afghanistan: In the first over of the innings, Rohit had already ran out of his crease and reached the non striker's end but Gill was caught ball watching and did not leave his end.",sports
"Watch: David Warner arrives for BBL game at the SCG by helicopter Returning from his brother's wedding to play for the Sydney Thunders, Warner will arrive at the SCG by helicopter that will touch down on the outfield near the 'Thanks Dave' logo, which was painted for his last Test.",sports
Malaysia Open badminton: How Ashwini Ponnappa-Tanisha Crasto pulled off a huge win against former world champions Ashwini Ponnappa's experience and Tanisha Crasto's aggressive instincts dovetailed perfectly as the Indians registered a significant upset over Japanese stars at #MalaysiaOpenSuper1000.,sports
"Hockey: Baljeet Kaur’s speedy rise from Tarn Taran to India’s squad for Olympic qualifiers, with help from a former World Cupper Baljeet Kaur, a late addition to India's squad for Hockey Olympic qualifiers, was among a group of underprivileged girls spotted and mentored by Daljit Singh Dhillon.",sports
"Hockey: Baljeet Kaur’s speedy rise from Tarn Taran to India’s squad for Olympic qualifiers, with help from a former World Cupper Baljeet Kaur, a late addition to India's squad for Hockey Olympic qualifiers, was among a group of underprivileged girls spotted and mentored by Daljit Singh Dhillon.",sports
"‘Player of the Match’ in Ranji Trophy to get medals Till last season, the Player of the Match used to get Rs 25,000/ from the sponsors. This year, the BCCI has decided to award them a medal. However, there is no clarity on whether the cash award will remain the same.",sports
"IND vs AFG: Yashasvi Jaiswal misses out of 1st T20I due to sore right groin ""Mr Yashasvi Jaiswal was unavailable for selection for the first T20I due to a sore right groin,"" the BCCI posted on X.",sports
"Shooting: Sweet 16 for India as Rhythm Sangwan wins record-breaking quota spot for Paris 2024 Rhythm Sangwan's bronze ensured India would be sending their largest-ever Shooting squad to the Olympic Games for Paris 2024, overtaking the 15-quota places won ahead of Tokyo 2020.",sports
"After lean time in South Africa, Shreyas Iyer to prepare for England series in Mumbai’s Ranji tie against Andhra The Mumbai stalwart has cemented his place in the Indian white-ball set-up and will look to do likewise in Tests as well",sports
"Former England manager Eriksson reveals bout with cancer, says he has a year to live in ‘best case scenario’ Erikkson had led the Three Lions to the quarterfinals of the World Cup in successive editions, and was the first foreign coach to take charge of the side.",sports
"India vs Afghanistan highlights, 1st T20: Shivam Dube stars with 60 as IND defeat AFG by 6 wickets India vs Afghanistan highlights, 1st T20: Mohammed Nabi top scored for Afghanistan with 42 as India restricted the visitors for 158/5.",sports
"Novak Djokovic’s fun day out in court: Plays cricket, basketball and does the flexibility challenge The Serbian athlete tried his hands at cricket, basketball and a flexibility challenge for a charity event at Melboure in front of a packed audience.",sports
"Wishing you the best of health and happiness: Sachin Tendulkar, others wish Rahul Dravid as he turns 51 The player who was known as The Wall in his playing days, played for India in 164 Tests, 344 ODIs, and one T20I and scored 24,064 runs in 504 matches. He also scored 48 centuries and 145 half-centuries.",sports
"Not Virat Kohli, Sachin Tendulkar or Virender Sehwag: Graeme Swann reveals Indian batter he didn’t like to bowl to Swann also revealed how once England cricket team members had been instructed not to say anything to Virat Kohli during a match.",sports
‘If Rishabh Pant is fit on even one leg…’: Sunil Gavaskar backs recovering keeper to play at T20 World Cup Sunil Gavaskar also had an out-of-the-box suggestion with regards to Rohit Sharma and Virat Kohli for the T20 World Cup.,sports
"Aman Sehrawat begins new year with title, braces for showdown with Ravi Dahiya in race to Paris The 20-year-old wrestler overcomes early jitters to clinch gold in 57kg category at UWW Ranking Series.",sports
Nancy Mandhotra prevails in top Indian field to clinch 10m air rifle gold at Asian Olympic Shooting Qualifier Nancy Mandhotra overcame stiff competition from compatriot Elavenil Valarivan to win the women’s 10m air rifle gold medal at the Asian Olympic Qualifier.,sports
"India’s roadmap to T20I World Cup: More confusion, few solutions Virat Kohli is to miss 1st T2OI against Afghanistan due to personal reasons, Yashasvi Jaiswal is to open with Rohit; Coach Dravid says no time to prepare for this year's T20 World Cup.",sports
Dinesh Karthik joins England Lions coaching staff as a batting consultant against India A Former England cricketer Ian Bell will replace Karthik in the role on 18th January,sports
"IND vs AFG: Why India need to find a spot to accommodate Yashasvi Jaiswal at the top? With Rohit Sharma and Virat Kohli back, India should still find a way to play Jaiswal who has a strike-rate of 158.69.",sports
"India vs Afghanistan, 1st T20 playing XI tip off: Rohit Sharma returns to lead, no Virat Kohli, Jitesh over Samson as keeper With India playing their last T20 series ahead of the World Cup this year, the team management will be expecting to zero in on some important questions on the make up of their starting XI for the showpiece event later this year.",sports
"Nepal’s Sandeep Lamichhane sentenced eight years in jail for rape and ordered to pay hefty compensation to victim The cricketer, who was arrested after a girl alleged that he raped her in a hotel room in Kathmandu in August last year, was released on bail in January by a Nepal court",sports
"IND vs AFG: Virat Kohli set to miss 1st T20I match against Afghanistan for personal reasons The former India skipper will be available for the next 2 matches, Dravid said. Meanwhile, Yashasvi Jaiswal and Rohit Sharma will be opening the innings for India, the coach added.",sports
Ex-chief of selectors explains why Rohit Sharma and Virat Kohli didn’t play T20Is after T20 World Cup in 2022 Both Rohit Sharma and Virat Kohli have reportedly said that they are keen to play in the upcoming T20 World Cup. They last played T20Is for India in November 2022.,sports
"Why Jordan Henderson is looking to get out of Saudi Pro League Touted as the next big league by Cristiano Ronaldo, the wheels are coming off with low attendances.",sports
"India vs Afghanistan Live Streaming, 1st T20: When and where to watch IND vs AFG live? India vs Afghanistan 1st T20 Live Streaming: The three-match contest will be India's last before the T20 World Cup in June",sports
Five times Ishan Kishan lost his spot in Indian team right after a solid performance The Indian Express has earlier reported that those close to the player feels that the team management has been insensitive to the inevitable frustration that creeps into the minds of those who are constantly benched and hence tries to look at five occasions when the player did well and was left-out,sports
"India vs Afghanistan: Rashid Khan ruled out from three-match T20I series ‘We play for happiness for our people’ Afghanistan captain Ibrahim Zadran says the leg-spinner is travelling with the team, but he will not play a single match.",sports
"‘Tum sabke liye mai akela hi kaafi hoon’: When Virender Sehwag took on Wasim Akram, Waqar Younis and Shoaib Akhtar Players like David Warner, Shaheen Shah Afridi, Sunil Narine and Andre Russell are slated to play in Season 2 of the International League T20.",sports
"India vs Afghanistan: Was it mistrust that resulted in the dropping of Ishan Kishan? On a break because of mental fatigue, there is no clarity about wicketkeeper-batsman’s India future.",sports
"India vs Australia, 3rd T20I: Harmanpreet’s struggles, Healy’s intent stand in contrast as India go down 1-2 in series The world champions, led well by Healy on the field and with the bat, clinched the series 2-1 with another dominant performance, defeating India by 7 wickets while overhauling a score of 147.",sports
"Vidit Gujrathi’s plans for 2024 Candidates: Team of 3-4 trainers, 2 prep events, costs of over Rs 1 crore… and proposed trip to Niagara Falls Having roped in Surya Shekhar Ganguly and Italian GM Daniele Vocaturo as part of this team, Vidit also working with a nutritionist, a physical trainer and a psychologist.",sports
"With eye on England Tests, Shreyas Iyer to turn up for Mumbai in Ranji Trophy Middle-order batsman will feature in the game against Andhra to prepare for the upcoming five-match series against England.",sports
"Parupalli Kashyap to retire; takes on challenge of guiding Kidambi Srikanth first-up With injuries piling up and resuming his playing career looking difficult, former CWG champion and Olympian Parupalli Kashyap has decided he will announce retirement from the game soon.",sports
"From knives hurled at him to persisting with a broken collarbone, the tales that put Franz Beckenbauer with Pele and Maradona as football’s greatest After his passing at the age of 78, The Indian Express looks at five moments that made Der Kaiser a larger than life footballer.",sports
How an elementary lesson helped old-master Kidambi Srikanth wriggle out of tight corner Coach Kashyap's net-play advice helps Indian star down World No.5  Jonatan Christie at Malaysian Open.,sports
"I don’t think so: John Buchanan refuses to label David Warner as one of the ‘greats’ of cricket Last week, Warner ended a glorious career in the most befitting manner, guiding Australia to an eight-wicket victory over Pakistan for a 3-0 series sweep.",sports
"WATCH: Mohammed Shami receives Arjuna Award from President Droupadi Murmu Shami, who was part of the Indian sides that finished WTC and ODI World Cup runner ups, clinched 24 wickets off just seven World Cup appearances last year.Mo",sports
ICC rates Newlands pitch as ‘unsatisfactory’ after shortest-ever Test match between India and South Africa The second Test between India and South Africa at Newlands ended in just 642 balls with 23 wickets falling on the first day.,sports
"From T20 World Cup to the tour of Australia, here’s how Indian cricket team’s schedule looks like in 2024 Rohit Sharma and Co started off 2024 with a first-ever Test match win in Cape Town, but the year will see them face even tougher tides ranging from the T20 World Cup in summer to a five-Test match series down under.",sports
‘It’ll be an interesting read’: David Warner promises his autobiography will raise eyebrows Warner has endorsed Marcus Harris to replace him as an opener but thinks Steve Smith could also adapt to the new position.,sports
‘If Steve Smith opens…’: Michael Clarke makes bold prediction after David Warner’s retirement Ricky Ponting has backed Bancroft to take up the role left open at the top of the batting order after Warner's retirement.,sports
"Football’s all-conquering Emperor, German great Franz Beckenbauer no more Beckenbauer, who stopped Cruyff as a player and strangled Diego Maradona as a manager, passes away aged 78",sports
"She dabbled in karting and badminton. Now, Esha Singh seals Paris Olympics berth – in shooting Daughter of a rally driver, 19-year-old wins India's 15th quota place for the Paris Games after winning the gold medal at the Asian qualification tournament",sports
"After Ranji Trophy debacle against Pondicherry, Delhi sack Yash Dhull as captain, Himmat Singh to take over The call was taken by selectors after Delhi's humiliating nine-wicket loss against Pondicherry at home.",sports
Franz Beckenbauer dies: German football legend nicknamed ‘Der Kaiser’ passes away at age of 78 Beckenbauer captained West Germany to the World Cup title in 1974. He also coached the national side that won the 1990 World Cup final against Argentina.,sports
Badminton qualification for Paris 2024 explained: Which Indians are in Olympic fray and how does process work? Here's a look at how qualification to Paris Olympics works and how the Indian contingent is placed at the start of the year.,sports
"T20 World Cup: The problem with Rohit Sharma and Virat Kohli featuring in India’s T20 team It’s a drift away from their recent-past T20 blueprint, it takes away India’s recent plan to use left-handers more",sports
"Ranji Trophy: Pondicherry hand Delhi a nine-wicket drubbing Debatable selections, batting collapse in both the innings, and poor bowling cost Delhi one of their worst defeats in recent times",sports
"South Africa batter Heinrich Klaasen announces retirement from Test cricket ""My baggy Test cap is the most precious cap I have ever been handed,"" Klaasen conceded in a statement.",sports
"Shakib Al Hasan wins seat in Bangladesh Parliament after landslide win in general elections ""You do not need to give a speech. You can hit a six, and you can take wickets with the ball. Just hit a six again in the election,"" Bangladesh PM Sheikh Hasina said to the ace allrounder, calling him a gem.",sports
AB de Villiers lambasts T20 cricket for shorter Test series: ‘Board and players will turn towards more money’ De Villiers also came in defence of the Newlands Test match pitch that saw the game being completed inside five sessions.,sports
"Shooting: India set for record representation at Paris Olympics after Varun Tomar, Esha Singh take quota tally to 15 India record gold-silver finish in men’s 10m air pistol event as Tomar edges out Arjun Singh Cheema in the final of the Asian Olympic qualifiers; Esha Singh wins gold medal in women’s 10m air pistol event.",sports
Mohammed Shami likely to miss 2 Tests against England; Suryakumar Yadav to undergo hernia surgery Mohammad Shami has not started bowling post his ankle injury; Suryakumar Yadav will need upto nine weeks post hernia operation,sports
Mohammed Shami likely to miss 2 Tests against England; Suryakumar Yadav to undergo hernia surgery Mohammad Shami has not started bowling post his ankle injury; Suryakumar Yadav will need upto nine weeks post hernia operation,sports
"India vs Australia 2nd T20I: Ellyse Perry’s reinvention stands out on 300th appearance as visitors bounce back to level series Perry scores a boundary - four or six - one every 4.87 deliveries in T20Is since December 2022, an impressive stat that makes her formidable and helped Australia level T20 series 1-1 with 6-wkt win.",sports
Ranji Trophy: Abin Matthew’s burst leaves Delhi in trouble Pondicherry make Delhi suffer after taking the lead of 96 runs; The hosts are 126/8 in their second essay.,sports
"Rohit Sharma and Virat Kohli return for T20Is against Afghanistan, captain for T20 World Cup to be decided later With Hardik Pandya and Suryakumar Yadav out with injuries, selectors pick full-strength squad for series beginning on Thursday.",sports
Usman Khawaja’s appeal against sanction for wearing black armband during 1st AUS vs PAK Test denied by ICC: Report The ICC reprimanded Khawaja for sporting a black armband on his arm to which the batter appealed,sports
"Double ton no 17: Pujara shows light and fight not yet stubbed out of him Even a deluge of runs might not force his comeback to the national side, but he is gritting it out and showing the way for youngsters.",sports
Rafael Nadal to miss Australian Open due to muscle tear Nadal made his long-awaited comeback in Brisbane after spending almost a year on the sidelines with a hip flexor injury sustained during his second round defeat to Mackenzie McDonald in last year's Australian Open,sports
"Mario Zagallo, industrious left-winger, pragmatic coach and Brazil’s original World Cup man ""It's not worth playing beautifully and losing,"" Zagallo had once said; Most decorated Brazilian footballer twice won the World Cup as a player, twice from the touchline too",sports
‘Haven’t won ICC trophies…Test team has been one of best traveling teams: R Ashwin reacts to Vaughan’s ‘underachieving cricket team’ comments India has leveled their last series in England (2-2) and won in Australia (2-1) away from home.,sports
"‘There’s probably no one you want out there more’: Marnus Labuschange on Steve Smith replacing David Warner as Australia’s Test opener While a few names have been thrown out, like Cameron Green, Marcus Harris, Cameron Bancroft, and Matt Renshaw, Smith's name has come to contention recently",sports
"Pramod Bhagat versus Daniel Bethell, a para badminton rivalry to watch out for India's para hero's head-to-head advantage has been reversed by the Englishman; World Championships and Paralympics will be battlegrounds for the rivals in the SL3 category.",sports
Ranji Trophy: Fiery Gaurav demolishes Delhi on a cold and windy day Gaurav Yadav bags 7 for 49 as Delhi are shot out for 148 runs; Pondicherry reach 113/2 on Day 2.,sports
"‘Initially I was sad’: Taunted for age, asked to retire, Dipa Karmakar wins National Championships All Around title in Gymnastics She opens up on ageism, perception after doping scandal, and how gymnastics has become her life.",sports
"New generation of athletes not hungry enough: Mary Kom ""I am super fit, I want to achieve more and more, that hunger I have. This young generation, they (become) one (time) champion and finished, they are satisfied, (they) settle down,"" Mary Kom said.",sports
"‘I’m sure the pitches will turn…which potentially negates a bit of their strength’: Jonny Bairstow on IND vs ENG series England will start their series in Hyderabad, followed by games in Vishakhapatnam, Rajkot, and Ranchi, and play the final Test in Dharamsala.",sports
"Pakistan team presents David Warner with signed shirt as Test farewell gift ""As a token of appreciation, we thought that the whole squad could give you Babar Azam's shirt as a gesture and a parting gift. We wish you all the best,"" Masood said while handing Warner the jersey.",sports
"Abhimanyu Easwaran to lead India A against England Lions for 2-day warm-up fixture and first multi-day game In addition to Easwaran, wicket-keeper batter KS Bharat, who was part of the test team in the recently concluded series against South Africa is included in the squad",sports
Virat Kohli and Rohit Sharma are still great fielders: Sunil Gavaskar on why the duo should play 2024 T20 World Cup The Indian team will play only three T20 Internationals against Afghanistan before the World Cup in June,sports
"‘I hope I put a smile on everyone’s face with the way I played’: David Warner after his final Test in Sydney Warner has had an illustrious career for the Aussies. In 112 Test matches, the gutsy left-hander made 8786 runs at an average of 44.6, scoring 26 tons and 37 half-centuries. He also has a mammoth 335 against Pakistan",sports
"From ragged maidans of Old Hyderabad emerges India’s ‘King of quick kill’, Mohammed Siraj A natural, the fast bowler - the star of India's series-levelling Test win in South Africa - is unstained by conventions, a product of the milieu, society and culture he grew up in, and groomed by wise men who knew how to harness his potential.",sports
Big Bash League: Melbourne Stars wicketkeeper Sam Harper hospitalised after being hit on the head Melbourne Stars wicketkeeper Sam Harper is in hospital after being struck by a ball at training on Friday.,sports
Rohit Sharma has a point but India has too much mud on hands from pitch tinkering Rohit’s long pitch monologue at the press conference was like the passionate disposition of a star witness in an intense court drama.,sports
"India vs Australia first T20I: ‘Sorted’ Titas Sadhu shines on a near-perfect night as hosts outplay world champions With figures of 4/17, Bengal right armer finished as player of the match as India bounced back in some style from the 0-3 ODI series defeat to outplay the world champions in a thumping 9-wicket win.",sports
"Rafael Nadal runs into reality on comeback trail, squanders 3 match points to lose Brisbane QF After hip flexor injury caused a year out, Spaniard suffers more hip pain in three-set defeat to home-favourite Jordan Thompson.",sports
"Two Bihar Ranji Trophy teams turn up on ground, start delayed The one picked by the BCA president Rakesh Tiwary takes the field. The team with blessings of secretary Amit Kumar left high and dry.",sports
"IOA appoints Raghuram Iyer as chief executive officer The new IOA council had taken charge on December 10, but till date, a CEO hadn't been appointed.",sports
"At 12, Bihar’s Vaibhav Suryavanshi makes Ranji Trophy debut against Mumbai The lockdown didn’t deter Sanjeev as he started training Vaibhav on a cement pitch at home, after reading about a similar arrangement in a newspaper about how Shubman Gill's father used to train him in Fazilka, Punjab.",sports
"2024 T20 World Cup schedule: India and Pakistan to lock horns in New York on June 9 While co-hosts USA will kickstart the competition on June 1 against Canada, the final will be played in Barbados on June 29.",sports
"IND vs ENG: England to take Manchester United chef for 5-match Test series against India India vs England: Chef Omar Meziane, who in the past traveled with the team to Pakistan in December 2022 when Ben Stokes' side whitewashed the Men in Green; Ben Stokes' side, will start their campaign in Hyderabad",sports
"‘Don’t think Steve Waugh is going to care…everybody outside South Africa become experts’: Test coach Shukri Conard The Proteas named an uncapped Neil Brand their captain for the series against New Zealand, which is part of the World Test Championship (WTC), South Africa also withdrew from a white-ball series last year against Australia.",sports
We were more ready this time and we were ready for a fight: KL Rahul after India’s win in 2nd test vs SA India would ultimately fight back and level the 2-match series at 1-1 in the second Test which ended in one and a half days with 33 wickets falling.,sports
"Josh Hazlewood strikes thrice in an over as Pakistan crumbles to 68/7 in Sydney The persistent seamer went on to remove Saud Shakeel, Sajid Khan and Agha Salman in a maiden over - W,0,W,0,W,0. By the end of the day, the score read 68/7 with Pakistan leading by 82 runs.",sports
"Oscar Pistorius released on parole from jail for his girlfriend Reeva Steenkamp’s murder The South African sprinter fatally shot Steenkamp on Valentine’s Day in 2013. Reeva, who was 29 when she was murdered, was a law graduate and successful model",sports
"‘This has to be right up there’: Rohit Sharma compares IND vs SA Cape Town Test win to famous Gabba victory India vs South Africa: India has never beaten South Africa before in a Test match at Cape Town, On Friday in the shortest match in the history of international red-ball cricket Rohit Sharma's men beat Dean Elgar's side by seven wickets",sports
‘I am very pleased and relieved…that my baggy greens have been found’: David Warner Baggy green is considered a price possession and holds a high place in the Australian cricketing culture,sports
"Ranji Trophy: Can Rinku step up to find a path to Test cricket? Ranji Trophy is not the marquee tournament anymore, but for those on the fringe and ready to toil it can be rewarding.",sports
"Virat Kohli, Rohit Sharma are keen to play T20 Internationals Both have not played T20 Internationals since the 2022 World Cup; selectors to meet to pick team for T20s against Afghanistan.",sports
"One-and-a-half days, 107 overs: India win shortest Test in 90 yrs, draw series with South Africa India was humbled in the first Test but would, at least, leave South Africa without being embarrassed, and also with a slice of history, registering their first Test win in Cape Town after trying for years.",sports
"SA vs IND: Aiden Markram leaves self-doubts behind for counter-attacking century Choosing his end to attack, never dropping the bat below the waist, South African opener plays with assured footwork to score memorable 106 off 103 balls on devilish track.",sports
Is this the right time to play Ranji Trophy? Ranji Trophy will fight for relevance once again with a Test series against England and India A games in progress at the same time.,sports
"Jasprit Bumrah’s tour: Broken heart emoji to a beaming Man of the Series smile Setback and heartaches of 2023 thing of past, India's premier fast bowler back to leading from front.",sports
"‘Don’t mind being on pitches like this as long as everyone keeps their mouth shut in India and no-one is talking about pitches there’: Rohit Sharma on Newlands wicket ""We know pitches in India will spin but people don't like it because it turns from ball one. But if it seams from ball one, that is OK? That is not fair,"" Rohit said.",sports
India vs South Africa: In a heartwarming gesture Rohit Sharma presents Dean Elgar with signed Indian jersey IND vs SA: Before the series gritty South African Test opener Dean Elgar has called it a day on his Test career and would confirm that the second of the two-match Test series against India in Cape Town will be his final international red-ball game,sports
"IND vs SA: Vernon Philander questions technique of batters, Dale Steyn slams Newlands pitch This is the shortest Test match ever in terms of overs bowled, bettering the previous best that involved Australia and South Africa at the MCG way back in 1932.",sports
"Bumrah and Co clinch all 20 wickets as India win quickest Test match triumph in Cape Town The previous record for the quickest Test match finish was held by Australia's contest against South Africa back in 1932, which was finished inside 652 deliveries.",sports
"Wrestling Federation of India may move court over suspension, says president Sanjay Singh Newly-elected president Sanjay Singh says WFI does not recognise ad-hoc committee nor the suspension imposed by the sports ministry.",sports
"India vs South Africa Highlights, 2nd Test Day 2:  IND beat SA by 7 wickets to level the series 1-1 in Cape Town India vs South Africa 2nd Test Day 2 Highlights: Mohammed Siraj and Jasprit Bumrah's dominant bowling performance has helped India win a memorable overseas Test at the Newlands in Capetown and level the two match series 1-1",sports
"WFI controversy: Junior wrestlers protest in Delhi, blaming Vinesh Phogat, Bajrang Punia and Sakshi Malik for halting their careers Since January 2023, the wrestling landscape has been mired in a standstill, with national camps and competitions put on indefinite hold due to the WFI's dual suspensions, the protestors claimed.",sports
"Test cricket is very important for my career, says Mohammed Siraj after career best bowling against South Africa It was a second instance of Siraj claiming six wickets in an innings and his best figures in Test cricket.",sports
"India vs South Africa, Cape Town Test: Lessons from 23-wicket Day – How not to bat in Tests Two Indian batsmen somewhat saved the day, in Rohit Sharma and Virat Kohli, but this is a perfect opportunity to rant about the falling standards of Test batting.",sports
"Carnage in Cape Town as India become first team to lose six wickets without scoring in Test cricket ""If someone went round the corner for a DUMP and has come back, India has been bowled out for 153,"" former India captain Ravi Shastri would sum the chaos up on the commentary.",sports
